date,Close,Open,High,Low,Volume
2022/3/18,1141.7323,1148.646651,1174.57547,1141.7323,20161700
2022/3/22,1240.261841,1205.690082,1258.412014,1203.961494,26264900
2022/3/23,1263.5979,1234.211903,1265.326488,1223.840374,16842700
2022/3/24,1288.662476,1296.441122,1321.505651,1268.783712,16838100
2022/3/25,1286.069458,1270.512166,1304.219632,1268.783578,13038700
2022/3/28,1296.440918,1315.455385,1331.012676,1288.662272,16716100
2022/3/29,1305.084106,1261.869401,1306.812695,1257.54793,11755000
2022/3/30,1261.869263,1283.476613,1297.305317,1251.497735,21396200
2022/3/31,1244.583374,1274.833664,1276.562252,1225.568906,16916400
2022/4/1,1226.433228,1231.618992,1235.940462,1214.333111,10442100
2022/4/4,1261.005005,1234.21189,1263.597887,1228.161831,9173400
2022/4/5,1286.069458,1286.069458,1294.712398,1271.37646,13288400
2022/4/6,1271.376587,1270.512293,1292.119645,1266.190822,12891200
2022/4/7,1240.261841,1248.90478,1261.004896,1216.925904,12769000
2022/4/8,1249.769043,1243.718985,1252.361925,1233.347458,7700300
2022/4/11,1271.376587,1270.512293,1293.848233,1267.919411,10272500
2022/4/12,1250.633423,1250.633423,1283.476595,1235.940425,10208200
2022/4/13,1311.134033,1287.798095,1315.455503,1284.340918,17411200
2022/4/14,1361.262939,1326.691182,1364.720115,1318.048243,14490500
2022/4/15,1363.855957,1375.091779,1387.191895,1357.805899,10701800
2022/4/18,1388.92041,1409.663465,1415.713523,1375.091707,11888300
2022/4/19,1441.642456,1402.749224,1449.421102,1396.699166,17723100
2022/4/20,1426.949463,1408.799288,1439.049579,1401.884936,14166300
2022/4/21,1420.899292,1418.30641,1426.085056,1384.598945,12637700
2022/4/22,1369.906128,1407.070774,1408.799362,1362.127481,13548200
2022/4/25,1312.862671,1314.591259,1356.077374,1307.676907,15171900
2022/4/26,1266.190674,1292.119493,1300.762433,1235.940385,22446500
2022/4/27,1273.105225,1279.155283,1292.983989,1249.769284,17639800
2022/4/28,1324.098511,1280.883807,1324.098511,1274.833749,12521400
2022/5/2,1317.184082,1322.369846,1333.605668,1300.762496,9808000
2022/5/6,1381.14209,1382.006384,1403.613738,1355.213265,17344900
2022/5/9,1381.14209,1392.377914,1407.070915,1369.906266,14038100
2022/5/10,1271.376587,1315.455585,1328.419996,1248.904941,21691500
2022/5/11,1277.426636,1240.261991,1287.798165,1237.669109,12746000
2022/5/12,1273.96936,1305.083944,1311.134002,1272.240772,15502500
2022/5/13,1267.055054,1283.47664,1283.47664,1248.904879,14008100
2022/5/16,1272.240845,1287.798138,1302.491137,1267.919374,11879900
2022/5/17,1343.977295,1310.269826,1354.348824,1293.848238,13927800
2022/5/18,1335.334351,1352.620232,1357.805997,1319.777057,12352000
2022/5/19,1326.691406,1275.698056,1335.334347,1275.698056,11012500
2022/5/20,1318.912598,1329.284125,1329.284125,1308.54107,9119300
2022/5/23,1305.084106,1306.812695,1309.405577,1290.391107,8926900
2022/5/24,1306.8125,1314.591146,1325.826968,1299.033854,9381400
2022/5/25,1312.862671,1313.726965,1318.048435,1300.762554,7175300
2022/5/26,1314.591309,1324.962838,1328.420014,1308.54125,6757200
2022/5/27,1354.348755,1338.791462,1360.398813,1326.691346,12299900
2022/5/30,1366.448853,1377.684675,1385.463321,1356.941618,11247600
2022/5/31,1451.149658,1392.377665,1461.521186,1388.056195,33553100
2022/6/1,1383.734619,1420.034965,1425.220729,1380.277443,22004100
2022/6/2,1354.348755,1380.277576,1382.006164,1341.384344,14206500
2022/6/3,1388.056152,1386.327564,1394.10621,1368.177391,14063900
2022/6/6,1401.02063,1413.120746,1428.678039,1396.69916,14947600
2022/6/7,1444.235229,1407.934883,1453.742463,1402.749119,13838500
2022/6/8,1512.514648,1459.792709,1515.971825,1452.014063,19676700
2022/6/9,1561.779297,1564.372179,1582.522353,1535.850476,21529300
2022/6/10,1541.900635,1547.950693,1559.186516,1529.800518,14365000
2022/6/13,1504.73584,1527.207484,1551.407715,1503.007252,15630800
2022/6/14,1490.907227,1486.585756,1496.957285,1449.421112,18131800
2022/6/15,1436.456665,1466.706956,1473.621308,1423.492255,19190700
2022/6/16,1445.963989,1419.170873,1468.435635,1414.849403,13550500
2022/6/17,1409.663574,1415.713632,1427.813749,1378.548989,23768400
2022/6/20,1276.562256,1355.213011,1363.855951,1262.733552,26997200
2022/6/21,1337.062744,1302.490986,1349.162859,1285.205107,15442900
2022/6/22,1284.340942,1350.027289,1351.755877,1268.78365,18835800
2022/6/23,1250.633423,1240.261895,1272.240773,1229.890367,18315500
2022/6/24,1246.312012,1234.211895,1255.819246,1228.161837,13660200
2022/6/27,1292.983887,1276.5623,1296.441063,1254.954949,11732500
2022/6/28,1356.077393,1339.655805,1357.805981,1324.098512,20126800
2022/6/29,1343.741333,1390.441851,1416.876107,1339.335624,19348400
2022/6/30,1295.278564,1308.495693,1315.544828,1285.586004,12003900
2022/7/1,1241.528931,1268.844329,1270.606613,1237.123221,15833100
2022/7/4,1277.655762,1263.557491,1281.180329,1246.815795,10309700
2022/7/5,1305.852295,1298.80316,1313.782572,1282.942606,10991900
2022/7/6,1174.562012,1213.332251,1233.598512,1169.275161,24720800
2022/7/7,1178.967773,1169.275213,1183.373483,1139.316391,19518000
2022/7/8,1210.688843,1205.401992,1236.241955,1194.82829,17505000
2022/7/11,1237.123169,1246.815729,1264.438567,1234.479743,9373700
2022/7/12,1223.906006,1220.381439,1234.479708,1200.996318,10549000
2022/7/13,1203.639893,1171.918783,1210.689028,1169.275357,11148900
2022/7/14,1215.094604,1193.066058,1220.381456,1186.898065,8977800
2022/7/15,1186.016846,1211.569958,1211.569958,1178.967711,9386000
2022/7/19,1241.528931,1238.004363,1252.983775,1227.43066,11126800
2022/7/20,1252.983643,1262.676202,1262.676202,1244.172225,7616100
2022/7/21,1247.696777,1264.438471,1269.725322,1246.815636,6338700
2022/7/22,1233.598633,1233.598633,1242.410052,1224.787214,7050800
2022/7/25,1228.311646,1220.381369,1239.766489,1217.737944,5000800
2022/7/26,1268.844116,1254.745848,1275.012108,1249.458998,9379700
2022/7/27,1271.487671,1275.012238,1282.942515,1256.50826,5661900
2022/7/28,1319.950562,1296.15973,1326.118555,1284.704886,20221000
2022/7/29,1328.761963,1323.475112,1347.265942,1319.950544,10689800
2022/8/1,1326.999634,1339.33562,1341.979045,1319.950499,7338900
2022/8/2,1291.753906,1282.061346,1300.565324,1282.061346,7331600
2022/8/3,1304.971069,1295.278509,1308.495637,1291.753942,6201900
2022/8/4,1246.815674,1268.844219,1275.893354,1246.815674,11498100
2022/8/5,1238.004272,1194.828323,1245.053407,1193.066039,10967400
2022/8/8,1296.159668,1252.983717,1304.971087,1252.983717,12394400
2022/8/9,1316.425781,1365.76972,1366.650861,1314.663498,25922800
2022/8/10,1307.614502,1321.712772,1326.999623,1294.397374,12836000
2022/8/12,1333.167725,1326.999731,1340.21686,1319.950596,12072300
2022/8/15,1313.782593,1304.971174,1322.594012,1297.922038,8301800
2022/8/16,1291.753906,1287.348197,1297.921899,1281.180204,9806800
2022/8/17,1294.397217,1283.823516,1297.921784,1274.130957,9828000
2022/8/18,1302.327637,1305.852204,1314.663622,1297.921928,8158200
2022/8/19,1315.5448,1312.901374,1321.712793,1307.614523,10795500
2022/8/22,1355.196167,1321.712777,1367.532153,1319.950493,14723700
2022/8/23,1381.630493,1386.036203,1416.876169,1378.105926,22090600
2022/8/24,1405.421265,1433.617804,1453.002925,1401.896697,17641600
2022/8/25,1406.302368,1411.589219,1419.519496,1391.322957,9632200
2022/8/26,1394.847534,1392.204109,1417.757222,1389.560683,9212000
2022/8/29,1404.539917,1383.392515,1408.064484,1383.392515,11192400
2022/8/30,1465.338989,1436.261306,1475.912692,1433.617881,16974300
2022/8/31,1413.35144,1420.400575,1424.806284,1393.085179,17590800
2022/9/1,1371.937866,1399.253264,1407.18354,1371.937866,13334800
2022/9/2,1360.483154,1360.483154,1374.581425,1331.40547,13329500
2022/9/5,1371.056519,1368.413093,1375.462227,1355.195968,8463500
2022/9/6,1360.483154,1382.511703,1386.036271,1359.602012,9773400
2022/9/7,1321.712769,1319.069343,1330.524187,1307.614499,12838000
2022/9/8,1313.782593,1278.536916,1322.594012,1276.774632,14326800
2022/9/9,1328.761963,1313.782551,1329.643105,1309.376841,11724300
2022/9/12,1315.5448,1337.573346,1343.741339,1309.376807,10010200
2022/9/13,1334.929932,1339.335641,1344.622492,1326.118513,7293000
2022/9/14,1339.335571,1326.999586,1351.671557,1320.831593,10924800
2022/9/15,1353.433838,1361.364114,1364.888682,1344.62242,8472200
2022/9/16,1328.761963,1325.237395,1331.405389,1318.18826,10340300
2022/9/20,1327.880859,1331.405427,1351.671691,1326.999717,6961900
2022/9/21,1327.880859,1327.880859,1345.503698,1325.237434,7631800
2022/9/22,1329.643066,1308.495662,1330.524208,1300.565385,8250300
2022/9/26,1198.352905,1278.536813,1285.585948,1197.471763,19341500
2022/9/27,1187.779297,1173.681026,1216.85698,1161.34504,12644800
2022/9/28,1174.562012,1198.35284,1218.619101,1166.631736,14780600
2022/9/29,1203.639893,1200.996467,1212.451312,1186.017054,12078000
2022/9/30,1197.471802,1203.639795,1207.164362,1187.779241,9871300
2022/10/3,1233.598633,1200.115241,1235.360917,1196.590674,11238400
2022/10/4,1299.684082,1267.962979,1301.446366,1266.200696,13203800
2022/10/5,1310.257935,1319.069353,1323.475062,1303.2088,11614700
2022/10/6,1336.692017,1336.692017,1363.126269,1327.880599,12770700
2022/10/7,1321.712769,1345.503598,1349.909308,1321.712769,10354200
2022/10/11,1316.425781,1324.356057,1341.978892,1314.663498,9135200
2022/10/12,1295.278564,1299.684274,1304.089983,1283.82372,9099500
2022/10/13,1309.376831,1309.376831,1314.663682,1299.68427,8527500
2022/10/14,1326.999634,1335.811052,1338.454478,1320.831641,8438600
2022/10/17,1297.040894,1296.159752,1300.565461,1282.061481,9311700
2022/10/18,1295.278564,1291.753997,1298.803132,1279.418011,9515000
2022/10/19,1283.82373,1291.754007,1292.635149,1275.012312,8132200
2022/10/20,1306.733398,1296.159696,1314.663675,1289.991703,9483200
2022/10/21,1306.733398,1298.803122,1312.02025,1298.803122,5200000
2022/10/24,1307.614502,1315.544779,1318.188204,1306.73336,5691700
2022/10/25,1325.237427,1306.733447,1333.167704,1299.684311,6348000
2022/10/26,1312.901489,1320.831767,1322.594051,1309.376922,7557600
2022/10/27,1333.167725,1327.880873,1342.860286,1324.356305,8142800
2022/10/28,1318.188232,1328.761935,1332.286502,1317.307091,12826200
2022/10/31,1337.573364,1319.069385,1341.979074,1314.663676,6101100
2022/11/1,1361.364258,1344.622561,1361.364258,1341.979136,6923100
2022/11/2,1401.015503,1371.056681,1409.826921,1370.175539,10395300
2022/11/4,1400.134399,1409.82696,1413.351527,1381.630421,8912600
2022/11/7,1419.519531,1423.925241,1428.33095,1408.064687,11138600
2022/11/8,1449.478394,1430.093272,1451.240677,1420.400711,11464700
2022/11/9,1406.302368,1408.064652,1423.044063,1383.39268,13338500
2022/11/10,1375.462402,1371.056693,1381.630395,1358.720708,10985600
2022/11/11,1382.511597,1388.67959,1395.728725,1363.126476,9854100
2022/11/14,1361.364258,1393.085367,1393.966509,1361.364258,8157300
2022/11/15,1345.503662,1347.265946,1359.601932,1342.860236,8328200
2022/11/16,1371.937866,1371.937866,1384.273852,1364.888731,7407500
2022/11/17,1351.671509,1363.126352,1380.749188,1351.671509,7790800
2022/11/18,1347.265869,1352.55272,1361.364139,1344.622444,6823100
2022/11/21,1326.999634,1341.097903,1343.741329,1318.188215,9428400
2022/11/22,1344.622559,1328.762004,1350.790552,1328.762004,6309400
2022/11/24,1353.433838,1328.761867,1358.720689,1326.999583,7466000
2022/11/25,1378.105957,1366.651112,1378.105957,1355.196267,6250200
2022/11/28,1346.384644,1372.818897,1377.224606,1335.810942,11443100
2022/11/29,1369.294434,1346.384746,1369.294434,1338.454469,7763600
2022/11/30,1350.790405,1357.83954,1364.007533,1350.790405,9870100
2022/12/1,1350.790405,1354.314973,1361.364107,1349.028122,5533300
2022/12/2,1319.069336,1337.573315,1337.573315,1313.782485,12081500
2022/12/5,1326.11853,1325.237388,1334.048807,1320.831679,5707400
2022/12/6,1308.495728,1295.278599,1312.901437,1292.635173,7523300
2022/12/7,1283.82373,1286.467156,1297.040859,1279.418021,10741100
2022/12/8,1273.25,1273.25,1275.893426,1263.557439,8689400
2022/12/9,1254.745972,1257.389397,1267.963099,1252.102546,11722400
2022/12/12,1259.151733,1247.696889,1260.914017,1242.410038,9923300
2022/12/13,1268.844116,1274.130967,1280.298959,1267.081833,6975300
2022/12/14,1285.58606,1282.061492,1290.872911,1278.536924,6810000
2022/12/15,1308.495728,1286.46718,1308.495728,1286.46718,5441100
2022/12/16,1293.516357,1298.803209,1304.090061,1288.229506,8811100
2022/12/19,1256.508301,1277.655706,1279.417989,1254.746017,8053800
2022/12/20,1240.647827,1255.62724,1277.655788,1236.242118,10162000
2022/12/21,1237.123169,1250.340297,1258.270574,1237.123169,7720700
2022/12/22,1267.963257,1262.676405,1269.725541,1251.22156,5889200
2022/12/23,1255.627197,1256.508339,1260.032907,1245.053495,5839100
2022/12/26,1287.348267,1272.368855,1295.278543,1269.725429,5505700
2022/12/27,1301.446533,1294.397398,1305.852243,1287.348263,5135100
2022/12/28,1296.159668,1298.803094,1304.089945,1283.823682,7519200
2022/12/29,1275.442627,1270.938945,1278.144836,1266.435264,8552000
2022/12/30,1257.427979,1274.54197,1283.549333,1257.427979,6258600
2023/1/4,1204.284546,1206.986755,1217.795592,1200.6816,9761100
2023/1/5,1190.77356,1179.063986,1206.986815,1171.858095,8270900
2023/1/6,1221.398438,1196.177821,1228.604328,1195.277084,8512800
2023/1/10,1234.909668,1231.306722,1241.214823,1225.902304,5806500
2023/1/11,1241.214722,1234.008831,1251.122822,1234.008831,5352200
2023/1/12,1260.130371,1253.825216,1263.733317,1248.420797,5402700
2023/1/13,1266.435303,1279.045612,1283.549293,1262.832357,7275100
2023/1/16,1270.03833,1260.13023,1271.839803,1251.122866,4422800
2023/1/17,1279.045654,1272.7405,1281.747863,1270.038291,4782800
2023/1/18,1298.861938,1286.251628,1307.869303,1280.84721,6308100
2023/1/19,1272.740479,1271.839742,1281.747842,1261.030906,5728700
2023/1/20,1297.961182,1288.953817,1298.861918,1284.450135,4530000
2023/1/23,1309.670898,1305.167216,1309.670898,1297.060587,4389300
2023/1/24,1323.181763,1306.968508,1327.685445,1306.968508,6114300
2023/1/25,1325.883911,1319.578757,1330.387593,1316.876548,3472800
2023/1/26,1329.486938,1331.288411,1333.990621,1319.578838,4038300
2023/1/27,1319.578857,1335.792113,1339.395059,1311.47223,4495500
2023/1/30,1306.067871,1317.777445,1323.181864,1302.464925,4482500
2023/1/31,1279.045654,1297.060382,1298.861855,1276.343445,5550500
2023/2/1,1291.656128,1290.755391,1299.762756,1286.251709,3924100
2023/2/2,1270.03833,1273.641276,1279.946431,1261.030966,5352300
2023/2/3,1236.71106,1243.016214,1247.519896,1224.10075,8355300
2023/2/6,1268.236694,1247.51976,1268.236694,1242.115342,6476100
2023/2/7,1259.229492,1267.33612,1276.343484,1259.229492,4384000
2023/2/8,1269.137451,1280.847023,1294.358068,1269.137451,6556900
2023/2/9,1275.442627,1274.541891,1282.648518,1267.336,5523700
2023/2/10,1255.626465,1261.030883,1269.13751,1245.718365,9766000
2023/2/13,1325.883911,1294.358139,1328.58612,1292.556666,14078500
2023/2/14,1324.983276,1331.288431,1336.69285,1322.281067,5816400
2023/2/15,1317.777344,1332.189126,1333.990599,1309.670716,5274900
2023/2/16,1315.97583,1317.777303,1320.479512,1305.166994,5307300
2023/2/17,1295.259155,1292.556946,1297.060628,1282.648844,7412100
2023/2/20,1284.450073,1268.236818,1284.450073,1261.931664,6426400
2023/2/21,1319.578857,1293.457501,1325.884012,1288.053083,7786700
2023/2/22,1309.670898,1315.976054,1320.479737,1304.266479,5952200
2023/2/24,1302.464966,1319.578959,1319.578959,1300.663493,5558400
2023/2/27,1301.564087,1315.975869,1317.777342,1301.564087,5072200
2023/2/28,1290.755249,1295.258931,1311.472186,1290.755249,7771700
2023/3/1,1328.586182,1293.457462,1329.486918,1292.556726,9290200
2023/3/2,1334.891357,1337.593567,1342.097249,1328.586203,5912200
2023/3/3,1366.416992,1342.097112,1366.416992,1340.295639,10052400
2023/3/6,1346.600952,1372.722308,1373.623045,1344.799479,7226900
2023/3/7,1387.134033,1351.104578,1387.134033,1350.203841,9345100
2023/3/8,1352.005371,1372.722309,1373.623045,1352.005371,9186900
2023/3/9,1342.09729,1355.608337,1357.409809,1338.494344,5842900
2023/3/10,1324.983276,1332.189168,1335.792113,1321.380331,7033100
2023/3/13,1329.486938,1324.08252,1332.189148,1317.777365,4956700
2023/3/14,1256.527344,1286.251647,1286.251647,1254.725871,10190500
2023/3/15,1250.222046,1261.931618,1269.137509,1247.519837,8161400
2023/3/16,1195.277222,1184.468385,1214.192686,1178.16323,10924500
2023/3/17,1215.093384,1207.887493,1224.100748,1204.284547,9255400
2023/3/20,1191.674316,1190.77358,1211.490518,1184.468425,6721000
2023/3/22,1235.810181,1227.703554,1241.214598,1222.299136,8457400
2023/3/23,1234.909668,1209.689047,1239.41335,1207.887575,5289300
2023/3/24,1218.696289,1213.291871,1229.505125,1210.589662,5017500
2023/3/27,1210.589722,1225.001504,1226.802977,1205.185303,4919900
2023/3/28,1233.108032,1243.016132,1257.427913,1231.30656,8733000
2023/3/29,1269.137451,1247.51978,1270.938924,1244.817571,8429900
2023/3/30,1260.130371,1265.53479,1270.939209,1253.825216,5260600
2023/3/31,1258.328735,1274.54199,1279.045672,1255.626526,8959400
2023/4/3,1327.685547,1324.082601,1337.593648,1317.777446,15717600
2023/4/4,1344.799561,1347.50177,1354.707662,1325.884095,12077100
2023/4/5,1319.578857,1339.395059,1339.395059,1315.075175,7427100
2023/4/6,1293.45752,1315.075194,1318.67814,1289.854574,7077900
2023/4/7,1282.64856,1292.556659,1301.564023,1281.747823,5163400
2023/4/10,1301.564087,1293.457459,1308.769978,1293.457459,4149100
2023/4/11,1320.479614,1304.266358,1324.08256,1296.159731,6355300
2023/4/12,1343.898682,1337.593527,1355.608255,1321.380272,10827300
2023/4/13,1348.402466,1358.310567,1360.11204,1344.79952,6513900
2023/4/14,1363.714966,1355.608338,1369.119384,1352.005392,7875300
2023/4/17,1353.806763,1364.615599,1365.516335,1348.402344,5826100
2023/4/18,1324.983276,1335.792113,1336.69285,1321.380331,9343000
2023/4/19,1337.593628,1332.189209,1340.295837,1325.884054,6443300
2023/4/20,1324.983276,1329.486958,1331.288431,1322.281067,6031200
2023/4/21,1304.266357,1310.571512,1317.777404,1302.464885,7221200
2023/4/24,1299.762573,1306.067728,1308.769937,1299.762573,4890000
2023/4/25,1303.365479,1314.174315,1314.174315,1302.464742,7227100
2023/4/26,1305.167114,1306.067851,1308.77006,1290.755331,5153600
2023/4/27,1307.869385,1279.045817,1309.670858,1277.244344,6514800
2023/4/28,1326.78479,1311.47227,1326.78479,1308.770061,6935700
2023/5/1,1333.990601,1344.799437,1347.501647,1333.990601,4988900
2023/5/2,1336.692749,1326.784649,1336.692749,1326.784649,4829100
2023/5/8,1309.670898,1306.067952,1314.174581,1294.358378,11372400
2023/5/9,1323.181763,1320.479554,1327.685445,1316.876608,5677500
2023/5/10,1313.273682,1327.685464,1333.990619,1313.273682,7722300
2023/5/11,1329.486938,1334.891357,1354.707558,1315.975892,10531200
2023/5/12,1315.075073,1329.486855,1343.898636,1309.670655,10555900
2023/5/15,1318.677979,1326.784605,1330.387551,1314.174297,4776100
2023/5/16,1334.891357,1343.898722,1356.509031,1333.990621,8211100
2023/5/17,1328.586182,1324.0825,1334.891336,1316.876609,5681800
2023/5/18,1344.799561,1351.104716,1361.913554,1344.799561,7606500
2023/5/19,1351.104492,1353.806701,1354.707438,1341.196393,7093300
2023/5/22,1352.005371,1344.79948,1355.608317,1342.998007,4047000
2023/5/23,1358.310425,1353.806743,1367.317788,1346.600852,7003900
2023/5/24,1398.843628,1369.119327,1405.148783,1367.317854,12742800
2023/5/25,1406.049438,1405.148702,1418.659747,1393.43913,8420900
2023/5/26,1361.012573,1389.836135,1394.339817,1361.012573,8775000
2023/5/29,1384.431763,1377.225872,1390.736917,1370.019981,6313000
2023/5/30,1375.424438,1383.531066,1383.531066,1363.714866,4520200
2023/5/31,1333.089844,1347.501626,1354.707517,1333.089844,16531100
2023/6/1,1338.494263,1324.082481,1341.196472,1319.578799,5409700
2023/6/2,1364.615601,1348.402346,1364.615601,1341.196455,5806500
2023/6/5,1402.896851,1396.591696,1407.400532,1390.286542,11044100
2023/6/6,1440.727905,1397.492557,1440.727905,1390.286666,12496000
2023/6/7,1424.064209,1439.376727,1451.0863,1416.40795,11759200
2023/6/8,1429.46875,1437.12501,1452.43753,1419.110281,9176700
2023/6/9,1429.018433,1431.270274,1431.720642,1423.163645,7315700
2023/6/12,1421.361816,1430.369179,1442.07875,1420.911448,5722200
2023/6/13,1418.659668,1414.155986,1421.361877,1404.247887,8652500
2023/6/14,1441.178223,1438.926382,1449.735218,1431.270122,8997100
2023/6/15,1438.476074,1433.522024,1445.681966,1427.216869,7249000
2023/6/16,1474.505371,1447.483281,1482.16163,1447.483281,15245400
2023/6/19,1451.536621,1483.96313,1485.314234,1442.979626,7933500
2023/6/20,1439.376709,1455.589964,1455.589964,1434.873027,5721300
2023/6/21,1444.78125,1427.667258,1447.033091,1419.110261,5475200
2023/6/22,1465.498169,1472.70406,1487.115843,1463.246328,9906700
2023/6/23,1438.025635,1448.834471,1466.398831,1430.369376,9546200
2023/6/26,1446.582642,1445.231537,1460.544056,1435.773805,5136000
2023/6/27,1453.338257,1459.643412,1460.09378,1438.926474,6036900
2023/6/28,1460.093628,1440.277428,1461.444732,1439.82706,12864200
2023/6/29,1478.529297,1476.224856,1483.599067,1467.007092,9649200
2023/6/30,1472.998535,1478.990081,1479.450969,1465.163437,5526500
2023/7/3,1487.286133,1478.068369,1487.286133,1474.842152,5512000
2023/7/4,1482.677246,1485.442575,1490.512345,1478.990141,3812700
2023/7/5,1489.590576,1494.660346,1495.582122,1483.138142,4888700
2023/7/6,1494.6604,1496.964841,1506.182605,1485.442637,6176500
2023/7/7,1476.685669,1474.381228,1482.216327,1459.632807,6951300
2023/7/10,1490.051392,1493.277609,1506.182477,1489.590503,7192100
2023/7/11,1498.80835,1500.191014,1503.87812,1494.199468,4259800
2023/7/12,1537.522949,1516.782981,1542.592719,1511.713211,11228700
2023/7/13,1552.271362,1554.114915,1569.324225,1546.279816,8073100
2023/7/14,1549.045166,1562.410923,1565.63714,1544.436284,7807400
2023/7/18,1538.905518,1541.209958,1550.427721,1534.296636,5184400
2023/7/19,1570.706909,1560.567369,1574.394015,1555.497599,6689700
2023/7/20,1590.98584,1575.315643,1593.751169,1568.402321,5748300
2023/7/21,1628.778809,1610.80417,1636.613908,1587.298873,9330600
2023/7/24,1649.057861,1640.761874,1667.493388,1626.935229,9436600
2023/7/25,1696.068359,1671.1804,1717.730102,1664.267078,14223900
2023/7/26,1680.398193,1696.06839,1698.833719,1657.353786,9694500
2023/7/27,1683.62439,1666.571528,1686.389719,1661.962647,5813200
2023/7/28,1696.068359,1671.1804,1696.068359,1657.814644,7933700
2023/7/31,1689.155151,1717.26933,1720.034659,1682.702717,7733200
2023/8/1,1704.36438,1711.73859,1731.095893,1694.224841,7893300
2023/8/2,1712.199463,1705.286141,1727.408772,1692.381273,6202300
2023/8/3,1673.945801,1696.529321,1701.138202,1671.180472,5709600
2023/8/4,1705.286255,1690.076945,1718.652012,1688.694281,6414800
2023/8/7,1734.322144,1704.825301,1745.383459,1702.981749,7041300
2023/8/8,1729.252319,1742.157187,1757.827384,1725.565214,7397100
2023/8/9,1672.56311,1751.374985,1751.374985,1668.876005,11930800
2023/8/10,1950.478638,1889.641402,1972.601269,1872.588541,41718300
2023/8/14,1856.457397,1915.911967,1934.347492,1850.92674,18384400
2023/8/15,1866.596924,1868.440476,1898.398205,1863.370707,11258700
2023/8/16,1824.656128,1806.681491,1841.248101,1795.620175,9608100
2023/8/17,1802.994507,1787.785197,1825.578027,1773.036776,11252200
2023/8/18,1796.081177,1802.072723,1823.734467,1795.620289,8936100
